alpha,tau,strategy,n_patients,accuracy,mean_steps,pct_early_stop
1.0,1.0999999999999999,actual,328,0.5792682926829268,1.1585365853658536,0.9603658536585366
1.0,1.2,actual,328,0.5762195121951219,1.146341463414634,0.9603658536585366
1.0,1.3,actual,328,0.573170731707317,1.1280487804878048,0.9664634146341463
1.0,1.4,actual,328,0.573170731707317,1.0853658536585367,0.9695121951219512
1.0,1.5,actual,328,0.573170731707317,1.0701219512195121,0.975609756097561
1.0,1.5999999999999999,actual,328,0.5670731707317073,1.048780487804878,0.9847560975609756
1.0,1.7,actual,328,0.5670731707317073,1.045731707317073,0.9878048780487805
1.0,1.8,actual,328,0.5670731707317073,1.0274390243902438,0.9939024390243902
1.0,1.9,actual,328,0.5670731707317073,1.0,1.0
1.0,0.1,random,328,0.6097560975609756,2.527439024390244,0.6859756097560976
1.0,0.2,random,328,0.6067073170731707,2.2347560975609757,0.7103658536585366
1.0,0.3,random,328,0.6067073170731707,2.076219512195122,0.7408536585365854
1.0,0.4,random,328,0.6097560975609756,2.027439024390244,0.7621951219512195
1.0,0.5,random,328,0.6128048780487805,1.9634146341463414,0.7804878048780488
1.0,0.6,random,328,0.6128048780487805,1.8689024390243902,0.7926829268292683
1.0,0.7,random,328,0.6128048780487805,1.7225609756097562,0.8048780487804879
1.0,0.7999999999999999,random,328,0.6189024390243902,1.6585365853658536,0.8262195121951219
1.0,0.8999999999999999,random,328,0.6189024390243902,1.4847560975609757,0.8567073170731707
1.0,0.9999999999999999,random,328,0.5914634146341463,1.1890243902439024,0.948170731707317
1.0,1.0999999999999999,random,328,0.5945121951219512,1.146341463414634,0.948170731707317
1.0,1.2,random,328,0.5853658536585366,1.1189024390243902,0.9512195121951219
1.0,1.3,random,328,0.5853658536585366,1.1128048780487805,0.9542682926829268
1.0,1.4,random,328,0.5853658536585366,1.0975609756097562,0.9603658536585366
1.0,1.5,random,328,0.5853658536585366,1.076219512195122,0.9695121951219512
1.0,1.5999999999999999,random,328,0.5853658536585366,1.045731707317073,0.9786585365853658
1.0,1.7,random,328,0.5853658536585366,1.0304878048780488,0.9817073170731707
1.0,1.8,random,328,0.5823170731707317,1.0060975609756098,0.9969512195121951
